"INCIDENT_ID","MULTIPLE_OFFENSE"
"CR_59476","X1"
"CR_142139","X1"
"CR_100882","X1"
"CR_20696","X1"
"CR_5205","X1"
"CR_188312","X1"
"CR_197250","X1"
"CR_182434","X1"
"CR_98222","X1"
"CR_163099","X1"
"CR_77850","X1"
"CR_94773","X1"
"CR_119978","X1"
"CR_63742","X1"
"CR_163302","X1"
"CR_32336","X1"
"CR_46802","X1"
"CR_24273","X1"
"CR_192261","X1"
"CR_90662","X1"
"CR_117099","X1"
"CR_34735","X0"
"CR_59116","X1"
"CR_179219","X1"
"CR_17717","X1"
"CR_3746","X1"
"CR_34527","X1"
"CR_78628","X1"
"CR_135740","X1"
"CR_20540","X1"
"CR_16065","X1"
"CR_95535","X1"
"CR_109137","X1"
"CR_136768","X1"
"CR_6767","X1"
"CR_705","X1"
"CR_163036","X1"
"CR_172108","X1"
"CR_58438","X1"
"CR_158886","X1"
"CR_195361","X0"
"CR_134308","X1"
"CR_113851","X0"
"CR_103014","X1"
"CR_92158","X1"
"CR_134370","X1"
"CR_68576","X1"
"CR_111697","X1"
"CR_93865","X1"
"CR_110494","X1"
"CR_97304","X1"
"CR_194745","X1"
"CR_188783","X1"
"CR_85531","X1"
"CR_36276","X1"
"CR_196522","X1"
"CR_27513","X1"
"CR_42972","X1"
"CR_62996","X1"
"CR_55715","X1"
"CR_58904","X1"
"CR_109520","X1"
"CR_122945","X1"
"CR_169550","X1"
"CR_147203","X1"
"CR_51989","X1"
"CR_117338","X1"
"CR_137741","X1"
"CR_119865","X0"
"CR_158271","X1"
"CR_8757","X1"
"CR_167990","X0"
"CR_124623","X1"
"CR_136119","X1"
"CR_156189","X1"
"CR_94727","X1"
"CR_33965","X1"
"CR_168644","X1"
"CR_145198","X1"
"CR_15901","X1"
"CR_84698","X1"
"CR_12611","X1"
"CR_64556","X1"
"CR_171836","X1"
"CR_72105","X1"
"CR_58240","X1"
"CR_186036","X1"
"CR_147660","X1"
"CR_164496","X1"
"CR_107899","X1"
"CR_171114","X1"
"CR_33846","X0"
"CR_138718","X1"
"CR_1683","X1"
"CR_187445","X1"
"CR_153336","X1"
"CR_30137","X1"
"CR_34601","X1"
"CR_180681","X1"
"CR_108512","X1"
"CR_138389","X1"
"CR_36796","X1"
"CR_171024","X1"
"CR_63661","X1"
"CR_142888","X1"
"CR_139617","X0"
"CR_20747","X1"
"CR_25118","X1"
"CR_87183","X1"
"CR_12216","X1"
"CR_87884","X1"
"CR_179797","X1"
"CR_190443","X1"
"CR_25792","X1"
"CR_12096","X1"
"CR_118738","X1"
"CR_4187","X1"
"CR_185762","X1"
"CR_72041","X1"
"CR_162337","X1"
"CR_38326","X1"
"CR_12300","X1"
"CR_195415","X1"
"CR_69615","X1"
"CR_85911","X1"
"CR_115942","X1"
"CR_68750","X1"
"CR_7542","X1"
"CR_15399","X1"
"CR_44277","X1"
"CR_79806","X1"
"CR_176001","X1"
"CR_154619","X1"
"CR_186204","X1"
"CR_2145","X1"
"CR_35517","X0"
"CR_92204","X1"
"CR_61920","X1"
"CR_177656","X1"
"CR_38057","X1"
"CR_123552","X1"
"CR_56679","X1"
"CR_39766","X1"
"CR_425","X1"
"CR_98270","X1"
"CR_26969","X1"
"CR_172539","X1"
"CR_29642","X1"
"CR_66358","X1"
"CR_58707","X1"
"CR_54805","X1"
"CR_119895","X1"
"CR_198333","X1"
"CR_54988","X1"
"CR_103275","X1"
"CR_86436","X1"
"CR_95891","X1"
"CR_192868","X1"
"CR_141254","X1"
"CR_146200","X1"
"CR_52897","X1"
"CR_154476","X1"
"CR_2458","X1"
"CR_72518","X1"
"CR_98699","X1"
"CR_52606","X1"
"CR_175272","X1"
"CR_165916","X1"
"CR_169270","X1"
"CR_183484","X1"
"CR_152476","X1"
"CR_4553","X1"
"CR_126169","X1"
"CR_103577","X1"
"CR_180133","X1"
"CR_39918","X1"
"CR_197225","X1"
"CR_126930","X1"
"CR_127695","X1"
"CR_77333","X1"
"CR_30787","X1"
"CR_159320","X1"
"CR_2843","X1"
"CR_174361","X1"
"CR_77344","X1"
"CR_162560","X1"
"CR_15828","X1"
"CR_16401","X1"
"CR_4122","X1"
"CR_158047","X1"
"CR_128197","X0"
"CR_40170","X1"
"CR_142023","X1"
"CR_61102","X1"
"CR_119150","X1"
"CR_142114","X1"
"CR_42649","X1"
"CR_125867","X1"
"CR_187884","X1"
"CR_64710","X1"
"CR_130574","X1"
"CR_78731","X1"
"CR_185742","X1"
"CR_115933","X1"
"CR_183493","X1"
"CR_113785","X1"
"CR_28366","X1"
"CR_112883","X1"
"CR_196503","X1"
"CR_118650","X1"
"CR_77765","X1"
"CR_113332","X1"
"CR_75760","X1"
"CR_29504","X1"
"CR_152580","X1"
"CR_185534","X1"
"CR_37698","X1"
"CR_60224","X1"
"CR_197111","X1"
"CR_27627","X1"
"CR_121109","X1"
"CR_54459","X0"
"CR_149473","X1"
"CR_157284","X1"
"CR_131497","X1"
"CR_124324","X1"
"CR_177799","X1"
"CR_153991","X1"
"CR_105405","X1"
"CR_188708","X1"
"CR_44761","X1"
"CR_13869","X0"
"CR_197615","X0"
"CR_19585","X1"
"CR_112540","X1"
"CR_127884","X1"
"CR_90239","X1"
"CR_37148","X1"
"CR_63020","X1"
"CR_192394","X1"
"CR_8736","X1"
"CR_140095","X1"
"CR_135363","X1"
"CR_109368","X1"
"CR_115514","X1"
"CR_110701","X1"
"CR_161678","X0"
"CR_125264","X1"
"CR_9039","X1"
"CR_146776","X1"
"CR_22422","X1"
"CR_196496","X1"
"CR_155810","X1"
"CR_84827","X1"
"CR_124121","X1"
"CR_86863","X1"
"CR_13436","X1"
"CR_52309","X1"
"CR_159167","X0"
"CR_112377","X1"
"CR_83912","X1"
"CR_12702","X1"
"CR_48665","X1"
"CR_45408","X1"
"CR_70332","X1"
"CR_63543","X1"
"CR_93225","X1"
"CR_180671","X1"
"CR_69083","X1"
"CR_187893","X1"
"CR_41958","X1"
"CR_101063","X1"
"CR_69366","X1"
"CR_26661","X1"
"CR_64499","X1"
"CR_184919","X1"
"CR_134618","X1"
"CR_194738","X1"
"CR_22825","X1"
"CR_24637","X1"
"CR_60915","X1"
"CR_64131","X1"
"CR_120412","X1"
"CR_34290","X1"
"CR_93834","X0"
"CR_83832","X1"
"CR_21880","X1"
"CR_25233","X1"
"CR_11918","X1"
"CR_156925","X1"
"CR_40788","X1"
"CR_42413","X1"
"CR_55734","X1"
"CR_35524","X1"
"CR_2289","X1"
"CR_130307","X1"
"CR_148287","X1"
"CR_156699","X1"
"CR_91488","X1"
"CR_153170","X1"
"CR_32821","X1"
"CR_92741","X1"
"CR_77229","X1"
"CR_18632","X1"
"CR_42374","X1"
"CR_149199","X1"
"CR_107859","X1"
"CR_125732","X1"
"CR_66592","X1"
"CR_87480","X1"
"CR_52523","X1"
"CR_119827","X1"
"CR_124923","X1"
"CR_31527","X0"
"CR_177802","X0"
"CR_131405","X1"
"CR_195234","X0"
"CR_40820","X1"
"CR_11879","X0"
"CR_10048","X1"
"CR_198485","X0"
"CR_60817","X1"
"CR_78847","X1"
"CR_45191","X1"
"CR_8772","X1"
"CR_117382","X1"
"CR_10268","X1"
"CR_98792","X1"
"CR_182029","X1"
"CR_50001","X1"
"CR_137564","X1"
"CR_197355","X1"
"CR_108827","X1"
"CR_143222","X1"
"CR_111187","X1"
"CR_141731","X1"
"CR_117312","X1"
"CR_16721","X1"
"CR_112255","X1"
"CR_154470","X1"
"CR_64225","X1"
"CR_188735","X1"
"CR_24335","X1"
"CR_147226","X1"
"CR_15152","X1"
"CR_26230","X1"
"CR_65249","X1"
"CR_152620","X1"
"CR_192070","X1"
"CR_9943","X1"
"CR_182189","X1"
"CR_134592","X1"
"CR_28109","X1"
"CR_135372","X1"
"CR_137982","X1"
"CR_25391","X1"
"CR_197170","X1"
"CR_153124","X1"
"CR_70555","X1"
"CR_161538","X1"
"CR_53210","X1"
"CR_26573","X1"
"CR_176195","X1"
"CR_37014","X1"
"CR_162327","X1"
"CR_162482","X1"
"CR_25883","X1"
"CR_193943","X1"
"CR_89639","X1"
"CR_12476","X1"
"CR_23422","X1"
"CR_189741","X1"
"CR_62006","X1"
"CR_45758","X1"
"CR_166452","X1"
"CR_125262","X1"
"CR_194028","X1"
"CR_195798","X1"
"CR_19497","X1"
"CR_84249","X1"
"CR_138776","X1"
"CR_48695","X1"
"CR_195452","X1"
"CR_189327","X1"
"CR_90148","X1"
"CR_105238","X1"
"CR_119460","X1"
"CR_195833","X1"
"CR_27913","X1"
"CR_181917","X1"
"CR_12263","X1"
"CR_115001","X1"
"CR_33739","X1"
"CR_142796","X1"
"CR_148410","X1"
"CR_190848","X1"
"CR_155744","X1"
"CR_163149","X1"
"CR_111711","X1"
"CR_100876","X1"
"CR_138843","X1"
"CR_99605","X0"
"CR_6450","X1"
"CR_152674","X1"
"CR_50021","X1"
"CR_53237","X1"
"CR_71997","X1"
"CR_168199","X1"
"CR_169256","X0"
"CR_193615","X1"
"CR_168853","X0"
"CR_102707","X1"
"CR_161214","X1"
"CR_111328","X1"
"CR_73418","X1"
"CR_95293","X1"
"CR_132740","X1"
"CR_11762","X1"
"CR_45858","X1"
"CR_74875","X1"
"CR_188749","X1"
"CR_37994","X1"
"CR_124649","X1"
"CR_193966","X1"
"CR_17378","X1"
"CR_49130","X1"
"CR_66742","X1"
"CR_103141","X1"
"CR_111843","X1"
"CR_143049","X1"
"CR_82870","X1"
"CR_26170","X1"
"CR_155567","X1"
"CR_139972","X0"
"CR_104382","X1"
"CR_194421","X0"
"CR_119873","X1"
"CR_28105","X1"
"CR_42375","X0"
"CR_36718","X1"
"CR_24040","X1"
"CR_37235","X1"
"CR_70028","X1"
"CR_63591","X1"
"CR_10621","X1"
"CR_55710","X1"
"CR_23183","X1"
"CR_101147","X1"
"CR_189843","X1"
"CR_34839","X1"
"CR_95898","X1"
"CR_187939","X1"
"CR_38160","X1"
"CR_153329","X1"
"CR_114211","X1"
"CR_177404","X1"
"CR_109512","X1"
"CR_52632","X1"
"CR_35450","X1"
"CR_59197","X1"
"CR_187604","X1"
"CR_43813","X1"
"CR_176326","X1"
"CR_28497","X1"
"CR_49658","X1"
"CR_139287","X1"
"CR_125900","X1"
"CR_12752","X1"
"CR_53717","X1"
"CR_100897","X1"
"CR_43013","X1"
"CR_191237","X1"
"CR_120989","X1"
"CR_135978","X1"
"CR_60381","X1"
"CR_173995","X1"
"CR_22992","X1"
"CR_45335","X1"
"CR_98688","X1"
"CR_188296","X1"
"CR_19077","X1"
"CR_175957","X1"
"CR_140698","X1"
"CR_110149","X1"
"CR_97241","X1"
"CR_61502","X1"
"CR_160906","X1"
"CR_55836","X0"
"CR_47215","X0"
"CR_133393","X0"
"CR_160703","X1"
"CR_184290","X1"
"CR_134838","X1"
"CR_162752","X1"
"CR_73085","X1"
"CR_57733","X1"
"CR_132766","X1"
"CR_6758","X1"
"CR_141359","X1"
"CR_83665","X1"
"CR_114029","X1"
"CR_160903","X1"
"CR_90453","X1"
"CR_101537","X1"
"CR_155219","X1"
"CR_70538","X1"
"CR_5562","X1"
"CR_115286","X1"
"CR_76526","X1"
"CR_120666","X1"
"CR_91917","X1"
"CR_35808","X1"
"CR_80311","X1"
"CR_32319","X1"
"CR_148800","X1"
"CR_119961","X1"
"CR_152918","X1"
"CR_142372","X1"
"CR_185105","X1"
"CR_56625","X1"
"CR_122326","X1"
"CR_63329","X1"
"CR_139179","X1"
"CR_63495","X0"
"CR_33778","X1"
"CR_95633","X1"
"CR_175573","X1"
"CR_13926","X1"
"CR_114063","X1"
"CR_99338","X1"
"CR_161130","X1"
"CR_186190","X1"
"CR_181629","X1"
"CR_133591","X1"
"CR_131253","X1"
"CR_154809","X1"
"CR_194401","X0"
"CR_101407","X1"
"CR_142696","X1"
"CR_150768","X1"
"CR_65336","X1"
"CR_168007","X1"
"CR_32901","X1"
"CR_28397","X1"
"CR_836","X1"
"CR_70086","X1"
"CR_54472","X1"
"CR_73857","X1"
"CR_110816","X1"
"CR_182087","X1"
"CR_106863","X1"
"CR_160512","X1"
"CR_66640","X1"
"CR_73105","X1"
"CR_52574","X1"
"CR_132459","X1"
"CR_52453","X1"
"CR_91710","X1"
"CR_17049","X1"
"CR_11571","X1"
"CR_147774","X1"
"CR_10372","X1"
"CR_91723","X1"
"CR_152261","X1"
"CR_73415","X1"
"CR_166245","X1"
"CR_89808","X1"
"CR_133440","X1"
"CR_90648","X1"
"CR_42736","X1"
"CR_41793","X1"
"CR_77923","X1"
"CR_103130","X1"
"CR_50702","X1"
"CR_48981","X1"
"CR_176617","X1"
"CR_75710","X1"
"CR_188995","X1"
"CR_85610","X1"
"CR_184220","X1"
"CR_149811","X1"
"CR_70657","X1"
"CR_2682","X1"
"CR_33006","X1"
"CR_119884","X1"
"CR_135352","X1"
"CR_67270","X1"
"CR_107771","X1"
"CR_181801","X1"
"CR_16279","X1"
"CR_95164","X1"
"CR_24673","X0"
"CR_186655","X1"
"CR_191105","X1"
"CR_4433","X1"
"CR_101718","X1"
"CR_110710","X0"
"CR_22258","X1"
"CR_138402","X1"
"CR_153051","X1"
"CR_113455","X1"
"CR_140358","X1"
"CR_38281","X1"
"CR_192193","X1"
"CR_137623","X1"
"CR_158957","X1"
"CR_89194","X1"
"CR_143235","X1"
"CR_137160","X1"
"CR_147449","X1"
"CR_85087","X1"
"CR_126088","X1"
"CR_35058","X1"
"CR_176719","X1"
"CR_62166","X1"
"CR_18840","X1"
"CR_158652","X0"
"CR_41986","X1"
"CR_114794","X1"
"CR_136211","X1"
"CR_54129","X1"
"CR_143533","X1"
"CR_104195","X1"
"CR_178224","X1"
"CR_37986","X1"
"CR_107283","X1"
"CR_191772","X0"
"CR_191215","X1"
"CR_1791","X1"
"CR_8342","X1"
"CR_47145","X1"
"CR_77571","X1"
"CR_43706","X1"
"CR_109491","X1"
"CR_139694","X1"
"CR_165390","X1"
"CR_65011","X1"
"CR_13684","X1"
"CR_73092","X1"
"CR_152251","X1"
"CR_109222","X1"
"CR_62677","X1"
"CR_132934","X1"
"CR_35142","X1"
"CR_134408","X1"
"CR_41422","X0"
"CR_105961","X1"
"CR_119518","X1"
"CR_16030","X1"
"CR_140927","X1"
"CR_94437","X1"
"CR_94946","X1"
"CR_32214","X1"
"CR_42260","X1"
"CR_149039","X1"
"CR_53280","X1"
"CR_38199","X1"
"CR_142652","X1"
"CR_64970","X1"
"CR_178673","X1"
"CR_148828","X1"
"CR_71556","X0"
"CR_21302","X1"
"CR_65971","X1"
"CR_110840","X0"
"CR_159873","X1"
"CR_19254","X1"
"CR_156975","X1"
"CR_165610","X1"
"CR_125786","X0"
"CR_54904","X1"
"CR_119944","X1"
"CR_191519","X0"
"CR_75465","X1"
"CR_79691","X1"
"CR_21126","X1"
"CR_88827","X1"
"CR_6241","X0"
"CR_8158","X1"
"CR_139340","X1"
"CR_176507","X1"
"CR_136818","X1"
"CR_169662","X1"
"CR_112933","X1"
"CR_45688","X0"
"CR_137276","X1"
"CR_187762","X1"
"CR_74854","X1"
"CR_73636","X1"
"CR_134230","X1"
"CR_163111","X1"
"CR_166743","X0"
"CR_100436","X1"
"CR_118765","X1"
"CR_152526","X0"
"CR_151573","X1"
"CR_53378","X1"
"CR_47222","X1"
"CR_26947","X0"
"CR_115641","X1"
"CR_1184","X1"
"CR_160943","X1"
"CR_41575","X1"
"CR_59827","X1"
"CR_83772","X1"
"CR_117602","X0"
"CR_179325","X1"
"CR_189602","X1"
"CR_78939","X1"
"CR_128514","X1"
"CR_14867","X1"
"CR_47778","X1"
"CR_68442","X1"
"CR_186518","X1"
"CR_166284","X1"
"CR_11344","X1"
"CR_14840","X1"
"CR_158397","X1"
"CR_123205","X1"
"CR_20894","X1"
"CR_14155","X1"
"CR_142764","X1"
"CR_168144","X1"
"CR_43621","X1"
"CR_35918","X1"
"CR_83628","X1"
"CR_82698","X1"
"CR_158558","X1"
"CR_6404","X1"
"CR_94599","X1"
"CR_88944","X1"
"CR_144940","X1"
"CR_44969","X1"
"CR_90020","X1"
"CR_9806","X1"
"CR_119180","X1"
"CR_134920","X1"
"CR_120647","X0"
"CR_16937","X1"
"CR_4454","X1"
"CR_88638","X1"
"CR_43138","X1"
"CR_165852","X1"
"CR_170006","X1"
"CR_56902","X1"
"CR_32761","X1"
"CR_146696","X1"
"CR_131302","X1"
"CR_161716","X1"
"CR_19350","X1"
"CR_42512","X1"
"CR_39218","X1"
"CR_123377","X1"
"CR_157102","X1"
"CR_186181","X1"
"CR_120369","X1"
"CR_40506","X1"
"CR_114490","X1"
"CR_64673","X1"
"CR_55022","X1"
"CR_195737","X1"
"CR_80477","X1"
"CR_175476","X1"
"CR_124601","X1"
"CR_90936","X1"
"CR_8031","X1"
"CR_196977","X1"
"CR_74232","X1"
"CR_5624","X1"
"CR_91509","X1"
"CR_46651","X1"
"CR_169652","X1"
"CR_65935","X1"
"CR_85583","X1"
"CR_125982","X1"
"CR_103142","X1"
"CR_91904","X1"
"CR_28431","X1"
"CR_78413","X1"
"CR_65711","X1"
"CR_153587","X1"
"CR_179859","X0"
"CR_40949","X1"
"CR_146308","X1"
"CR_159570","X1"
"CR_40830","X1"
"CR_71907","X1"
"CR_54092","X1"
"CR_97425","X1"
"CR_198043","X1"
"CR_104944","X1"
"CR_119923","X1"
"CR_95996","X1"
"CR_52847","X1"
"CR_75798","X1"
"CR_83816","X1"
"CR_195267","X1"
"CR_101526","X1"
"CR_149379","X1"
"CR_188608","X1"
"CR_172031","X1"
"CR_110174","X1"
"CR_136360","X1"
"CR_7888","X1"
"CR_115644","X1"
"CR_100958","X1"
"CR_153691","X1"
"CR_95327","X1"
"CR_41402","X1"
"CR_43656","X1"
"CR_3482","X1"
"CR_135595","X1"
"CR_41401","X1"
"CR_6255","X1"
"CR_116952","X1"
"CR_152413","X1"
"CR_61367","X1"
"CR_118036","X1"
"CR_136416","X1"
"CR_45320","X1"
"CR_105696","X1"
"CR_175894","X1"
"CR_39363","X1"
"CR_121224","X1"
"CR_136737","X1"
"CR_88000","X1"
"CR_195678","X1"
"CR_6927","X1"
"CR_176697","X1"
"CR_165731","X0"
"CR_132343","X1"
"CR_119096","X1"
"CR_32589","X1"
"CR_82742","X1"
"CR_16749","X1"
"CR_89394","X1"
"CR_57851","X0"
"CR_174846","X1"
"CR_22040","X1"
"CR_137100","X1"
"CR_134674","X1"
"CR_10003","X1"
"CR_82164","X1"
"CR_81703","X1"
"CR_174579","X1"
"CR_9779","X1"
"CR_179938","X1"
"CR_151130","X1"
"CR_184024","X1"
"CR_118760","X1"
"CR_116097","X1"
"CR_161423","X1"
"CR_180431","X1"
"CR_109037","X1"
"CR_126032","X1"
"CR_70808","X1"
"CR_23510","X1"
"CR_167019","X1"
"CR_139084","X1"
"CR_171632","X1"
"CR_189886","X1"
"CR_163856","X1"
"CR_75750","X1"
"CR_53295","X1"
"CR_151495","X1"
"CR_151169","X0"
"CR_21250","X1"
"CR_93004","X1"
"CR_29706","X1"
"CR_56703","X1"
"CR_119722","X0"
"CR_123203","X1"
"CR_70156","X1"
"CR_151278","X1"
"CR_168789","X1"
"CR_99661","X1"
"CR_10138","X1"
"CR_148993","X1"
"CR_7953","X1"
"CR_162211","X1"
"CR_165284","X1"
"CR_183592","X1"
"CR_152586","X0"
"CR_99113","X1"
"CR_88819","X1"
"CR_115867","X1"
"CR_132154","X1"
"CR_75931","X1"
"CR_51689","X1"
"CR_31666","X1"
"CR_51953","X1"
"CR_101690","X1"
"CR_168521","X1"
"CR_155981","X1"
"CR_37350","X1"
"CR_34461","X1"
"CR_121556","X1"
"CR_54719","X1"
"CR_181608","X1"
"CR_156475","X1"
"CR_25798","X0"
"CR_132219","X1"
"CR_24862","X1"
"CR_44253","X1"
"CR_5547","X1"
"CR_167700","X1"
"CR_169539","X1"
"CR_157956","X1"
"CR_61960","X1"
"CR_144028","X1"
"CR_170081","X1"
"CR_193061","X1"
"CR_115053","X1"
"CR_167303","X1"
"CR_70389","X0"
"CR_130241","X1"
"CR_118603","X1"
"CR_174478","X1"
"CR_131179","X1"
"CR_185507","X1"
"CR_49207","X1"
"CR_120254","X1"
"CR_144763","X1"
"CR_124670","X0"
"CR_34352","X1"
"CR_182078","X1"
"CR_185326","X1"
"CR_124450","X1"
"CR_48183","X1"
"CR_142382","X0"
"CR_129850","X1"
"CR_96183","X0"
"CR_196285","X1"
"CR_126586","X1"
"CR_40877","X1"
"CR_100614","X1"
"CR_124191","X1"
"CR_33057","X1"
"CR_186428","X1"
"CR_144852","X1"
"CR_32606","X1"
"CR_23123","X1"
"CR_67203","X1"
"CR_196648","X1"
"CR_54848","X1"
"CR_174721","X1"
"CR_39184","X1"
"CR_165513","X1"
"CR_61073","X1"
"CR_174581","X1"
"CR_97157","X1"
"CR_165199","X1"
"CR_162677","X1"
"CR_140061","X1"
"CR_3241","X1"
"CR_153872","X1"
"CR_14838","X1"
"CR_160783","X1"
"CR_97565","X1"
"CR_16555","X1"
"CR_141021","X1"
"CR_161388","X1"
"CR_154714","X1"
"CR_135694","X1"
"CR_118844","X1"
"CR_114999","X1"
"CR_91086","X1"
"CR_60142","X1"
"CR_75550","X1"
"CR_140673","X1"
"CR_61989","X1"
"CR_13397","X1"
"CR_184409","X1"
"CR_82656","X1"
"CR_25014","X1"
"CR_164567","X1"
"CR_152219","X1"
"CR_65987","X1"
"CR_111305","X1"
"CR_86216","X1"
"CR_39779","X1"
"CR_13852","X1"
"CR_96548","X0"
"CR_140288","X1"
"CR_55424","X1"
"CR_54811","X1"
"CR_23359","X0"
"CR_57898","X1"
"CR_29506","X1"
"CR_105864","X1"
"CR_91865","X1"
"CR_76169","X1"
"CR_36499","X1"
"CR_50580","X1"
"CR_45691","X1"
"CR_88081","X1"
"CR_97890","X1"
"CR_126879","X1"
"CR_54216","X1"
"CR_19227","X0"
"CR_68487","X1"
"CR_188920","X1"
"CR_168466","X1"
"CR_151892","X1"
"CR_159743","X1"
"CR_159185","X1"
"CR_107833","X1"
"CR_165714","X1"
"CR_119342","X1"
"CR_172374","X1"
"CR_101362","X1"
"CR_4422","X1"
"CR_34568","X1"
"CR_110182","X0"
"CR_151843","X1"
"CR_140681","X1"
"CR_159253","X1"
"CR_92733","X1"
"CR_87490","X1"
"CR_45036","X1"
"CR_526","X1"
"CR_77105","X1"
"CR_63977","X1"
"CR_69420","X1"
"CR_166992","X1"
"CR_42196","X1"
"CR_185135","X1"
"CR_126779","X1"
"CR_77122","X1"
"CR_188213","X1"
"CR_142055","X1"
"CR_178482","X1"
"CR_165961","X1"
"CR_164689","X1"
"CR_190465","X1"
"CR_163958","X1"
"CR_110414","X1"
"CR_20078","X1"
"CR_1788","X1"
"CR_168236","X1"
"CR_82230","X1"
"CR_107357","X1"
"CR_169725","X1"
"CR_16892","X1"
"CR_81103","X1"
"CR_13702","X1"
"CR_130350","X1"
"CR_192272","X1"
"CR_44377","X1"
"CR_121106","X1"
"CR_9307","X1"
"CR_44305","X1"
"CR_86532","X1"
"CR_132427","X1"
"CR_81589","X0"
"CR_176286","X1"
"CR_85181","X1"
"CR_77718","X1"
"CR_103810","X1"
"CR_15810","X1"
"CR_75020","X1"
"CR_17348","X1"
"CR_140894","X1"
"CR_148075","X1"
"CR_193529","X1"
"CR_189122","X1"
"CR_131266","X1"
"CR_56070","X0"
"CR_148039","X0"
"CR_184131","X1"
"CR_196691","X1"
"CR_136318","X1"
"CR_18465","X1"
"CR_68850","X1"
"CR_131707","X1"
"CR_109554","X1"
"CR_54740","X1"
"CR_95214","X1"
"CR_109920","X0"
"CR_144602","X1"
"CR_61370","X1"
"CR_99377","X1"
"CR_189750","X1"
"CR_116481","X1"
"CR_54739","X1"
"CR_138369","X1"
"CR_74246","X1"
"CR_195544","X1"
"CR_37935","X1"
"CR_153080","X1"
"CR_173545","X1"
"CR_119769","X1"
"CR_103199","X1"
"CR_64038","X1"
"CR_75905","X1"
"CR_44371","X1"
"CR_160629","X1"
"CR_135903","X0"
"CR_9984","X1"
"CR_118581","X1"
"CR_61726","X1"
"CR_39224","X1"
"CR_105011","X1"
"CR_125341","X1"
"CR_32910","X1"
"CR_118638","X1"
"CR_72420","X1"
"CR_35189","X1"
"CR_95714","X1"
"CR_178816","X1"
"CR_111751","X1"
"CR_80896","X1"
"CR_70772","X1"
"CR_133716","X1"
"CR_158817","X1"
"CR_112093","X1"
"CR_19444","X1"
"CR_130069","X1"
"CR_51544","X0"
"CR_85541","X1"
"CR_127947","X1"
"CR_103486","X1"
"CR_90518","X1"
"CR_6825","X1"
"CR_57881","X1"
"CR_2134","X1"
"CR_95662","X1"
"CR_165060","X1"
"CR_48795","X1"
"CR_172318","X1"
"CR_48848","X1"
"CR_129880","X1"
"CR_186988","X1"
"CR_125913","X1"
"CR_28873","X1"
"CR_37987","X1"
"CR_17639","X1"
"CR_43458","X1"
"CR_58131","X1"
"CR_121091","X1"
"CR_191858","X1"
"CR_127398","X1"
"CR_69279","X1"
"CR_52282","X0"
"CR_26153","X1"
"CR_169373","X1"
"CR_124375","X1"
"CR_95634","X1"
"CR_68955","X1"
"CR_129565","X1"
"CR_34377","X1"
"CR_176369","X1"
"CR_74537","X1"
"CR_31464","X1"
"CR_165591","X1"
"CR_143592","X1"
"CR_192597","X1"
"CR_61980","X1"
"CR_130910","X1"
"CR_18146","X1"
"CR_154260","X1"
"CR_115572","X1"
"CR_196391","X1"
"CR_189461","X1"
"CR_20019","X1"
"CR_65774","X1"
"CR_160090","X1"
"CR_72570","X1"
"CR_80198","X1"
"CR_169017","X1"
"CR_140457","X1"
"CR_129830","X1"
"CR_53737","X1"
"CR_98502","X1"
"CR_54864","X1"
"CR_49742","X1"
"CR_192816","X1"
"CR_136009","X0"
"CR_126405","X1"
"CR_24813","X1"
"CR_105793","X1"
"CR_88417","X1"
"CR_32459","X1"
"CR_24388","X1"
"CR_2042","X1"
"CR_41929","X0"
"CR_135474","X1"
"CR_155354","X1"
"CR_163545","X1"
"CR_95865","X1"
"CR_181733","X1"
"CR_56110","X1"
"CR_35938","X1"
"CR_174030","X1"
"CR_67827","X1"
"CR_68408","X1"
"CR_56927","X1"
"CR_9075","X1"
"CR_192302","X1"
"CR_180162","X1"
"CR_181623","X1"
"CR_19405","X1"
"CR_133707","X1"
"CR_181407","X1"
"CR_95194","X1"
"CR_124456","X1"
"CR_137613","X1"
"CR_66699","X1"
"CR_187741","X1"
"CR_114737","X1"
"CR_53457","X1"
"CR_158826","X1"
"CR_9453","X1"
"CR_78366","X1"
"CR_179554","X1"
"CR_160402","X1"
"CR_168939","X1"
"CR_124441","X1"
"CR_62705","X1"
"CR_101163","X1"
"CR_184917","X1"
"CR_4029","X1"
"CR_105421","X1"
"CR_26048","X1"
"CR_4137","X1"
"CR_16476","X1"
"CR_167015","X1"
"CR_171156","X1"
"CR_135534","X1"
"CR_10255","X1"
"CR_185011","X1"
"CR_168798","X1"
"CR_1650","X1"
"CR_69636","X1"
"CR_61385","X1"
"CR_62623","X1"
"CR_101886","X1"
"CR_176875","X1"
"CR_133020","X1"
"CR_1989","X1"
"CR_145411","X1"
"CR_150574","X1"
"CR_136626","X1"
"CR_163221","X1"
"CR_172351","X1"
"CR_45763","X1"
"CR_23745","X1"
"CR_6679","X1"
"CR_30749","X1"
"CR_83068","X1"
"CR_154416","X1"
"CR_106457","X0"
"CR_75695","X1"
"CR_102835","X1"
"CR_18547","X1"
"CR_113077","X1"
"CR_120396","X1"
"CR_109342","X1"
"CR_71127","X1"
"CR_111922","X1"
"CR_81618","X1"
"CR_110473","X1"
"CR_94873","X1"
"CR_99306","X1"
"CR_7041","X1"
"CR_49114","X1"
"CR_142753","X1"
"CR_32124","X1"
"CR_41724","X1"
"CR_15714","X1"
